time,latitude,longitude,mag
2013-04-16T16:13:20.510Z,35.694,-97.093,2.8
2013-04-16T16:44:05.000Z,35.671,-97.119,3.5
2013-04-16T16:47:50.940Z,35.668,-97.115,3.3
2013-04-16T17:07:19.550Z,35.673,-97.114,3.7
2013-04-16T17:09:01.720Z,35.679,-97.107,3.3
2013-04-16T18:52:30.000Z,35.687,-97.077,2.7
2013-04-16T19:02:17.520Z,35.663,-97.126,2.6
2013-04-16T19:19:44.790Z,35.669,-97.114,2.6
2013-04-16T21:03:04.580Z,35.533,-96.764,3.3
2013-04-16T21:51:21.210Z,35.663,-97.12,3.6
2013-04-17T01:14:04.300Z,35.659,-97.125,3.4
2013-04-17T11:37:12.000Z,35.682,-97.077,2.9
2013-04-17T12:23:59.670Z,35.681,-97.079,2.8
2013-04-17T14:56:16.300Z,35.659,-97.123,3.2
2013-04-17T16:25:39.240Z,35.685,-97.082,3.2
2013-04-17T16:51:01.800Z,35.686,-97.083,3.2
2013-04-19T18:40:04.190Z,35.657,-97.138,2.8
2013-04-20T03:21:31.000Z,35.657,-97.138,2.5
2013-04-22T00:00:22.500Z,35.612,-97.258,3
2013-04-23T19:33:58.540Z,35.679,-97.104,3.1
2013-04-24T18:04:22.170Z,35.69,-97.089,3.3
2013-04-24T22:54:33.100Z,35.669,-97.112,3
2013-04-25T04:58:39.590Z,35.667,-97.126,3
2013-04-27T20:14:27.200Z,35.656,-97.126,3.4
2013-04-27T20:27:55.400Z,35.664,-97.129,2.7
